,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
359,He Don't Really Love You,The Delfonics,0.429,0.732,1,-7.34,1,0.0302,0.749,1.51e-06,0.0831,0.779,167.383,144093,4,47.21751,10,1,60
360,You Send Me,Aretha Franklin,0.513,0.303,3,-13.547,1,0.0374,0.57,0.0,0.0803,0.629,102.905,149627,4,58.03597,6,1,60
361,You're Looking Good,Dee Clark,0.599,0.436,2,-14.691,0,0.0562,0.397,0.0,0.0694,0.695,105.638,127773,4,55.13681,5,1,60
364,I Love You More And More Every Day,Al Martino,0.476,0.219,8,-13.406,1,0.0296,0.492,0.0,0.201,0.595,103.496,135333,4,27.01065,8,1,60
368,I Love My Baby,Archie Bell & The Drells,0.427,0.579,0,-9.509,0,0.0512,0.609,0.000735,0.676,0.896,175.092,160213,4,43.06573,8,1,60
370,Close Together,Jimmy Reed,0.665,0.619,9,-8.99,1,0.0399,0.831,0.00734,0.0845,0.861,94.156,159827,4,47.33312,7,1,60
371,Watch Her Ride,Jefferson Airplane,0.458,0.631,7,-11.133,0,0.0537,0.565,0.000225,0.375,0.552,131.047,191027,4,38.35864,8,1,60
374,The Greatest Love,Dorsey Burnette,0.448,0.57,7,-13.631,1,0.0309,0.633,0.0322,0.0692,0.757,93.271,157747,4,19.40329,7,1,60
376,Ballad Of Two Brothers,Autry Inman,0.536,0.536,5,-11.223,1,0.134,0.454,0.0,0.114,0.761,139.517,211240,3,26.74537,9,1,60
377,Eso Beso (That Kiss!),Paul Anka,0.626,0.51,3,-9.285,1,0.37,0.208,0.0,0.0713,0.837,114.091,143093,4,61.85882,7,1,60
379,Tears,Bobby Vinton,0.589,0.411,7,-11.1,0,0.0277,0.779,0.0,0.28,0.499,96.242,132800,3,68.79302,5,1,60
380,Gee Baby (I'm Sorry),The Three Degrees,0.412,0.358,11,-10.461,1,0.0269,0.872,0.0,0.125,0.533,106.036,124200,4,52.05599,5,1,60
381,The Work Song,Herb Alpert & The Tijuana Brass,0.72,0.54,5,-11.483,0,0.0526,0.765,0.961,0.111,0.755,154.57,130547,4,26.46913,6,1,60
382,(Theme From) Valley Of The Dolls,Dionne Warwick,0.23,0.273,5,-13.277,1,0.0352,0.871,2.21e-06,0.059,0.0868,74.919,218840,4,68.85434,10,1,60
385,So What,Bill Black's Combo,0.804,0.364,10,-10.681,1,0.062,0.625,0.899,0.166,0.556,135.008,141013,4,50.83782,6,1,60
390,Hey-Da-Da-Dow,The Dolphins,0.714,0.501,4,-9.232,1,0.0316,0.827,0.0,0.1,0.88,122.141,136253,3,31.79546,8,1,60
396,Ruby Ann,Marty Robbins,0.629,0.647,6,-12.093,1,0.0358,0.424,0.0,0.298,0.946,78.015,119267,4,34.17517,6,1,60
397,Do Wah Diddy Diddy,Manfred Mann,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,143400,4,24.65931,7,1,60
399,Room Full Of Tears,The Drifters,0.527,0.433,5,-9.94,1,0.0282,0.501,0.0,0.149,0.71,81.984,174493,4,25.05852,10,1,60
400,If I Were A Carpenter,Four Tops,0.585,0.571,0,-8.342,1,0.0271,0.197,0.0,0.245,0.666,126.836,168800,4,57.61908,6,1,60
402,Mecca,Gene Pitney,0.501,0.741,2,-8.5,0,0.0423,0.836,0.00162,0.407,0.801,140.155,139733,4,38.99974,8,1,60
403,Not So Sweet Martha Lorraine,Country Joe & The Fish,0.525,0.374,4,-13.045,1,0.0346,0.331,0.0,0.0775,0.344,110.305,264000,4,39.71689,14,1,60
405,Apologize,Ed Ames,0.411,0.505,11,-9.282,1,0.0427,0.472,0.0,0.129,0.486,89.803,125133,4,32.0097,6,1,60
406,Candy,The Astors,0.699,0.536,3,-11.186,1,0.0315,0.616,0.0128,0.0876,0.916,137.976,182600,4,34.649,11,1,60
414,True Love Goes On And On,Burl Ives,0.337,0.286,5,-8.349,1,0.0285,0.505,0.0,0.244,0.322,110.175,181933,3,44.84823,9,1,60
415,Walkin' Back To Happiness,Helen Shapiro,0.663,0.542,8,-8.842,1,0.0825,0.775,0.0,0.222,0.799,97.581,151293,4,37.45653,5,1,60
417,Don't You Care,The Buckinghams,0.41,0.566,6,-11.073,0,0.0443,0.0967,0.0,0.263,0.669,142.037,148800,4,38.26931,9,1,60
422,Lonely Winds,The Drifters,0.49,0.842,10,-5.614,1,0.0432,0.577,0.0,0.311,0.833,171.82,167333,4,40.28555,10,1,60
424,'Til,The Angels,0.253,0.232,0,-12.695,1,0.0318,0.805,0.00018,0.0939,0.307,173.819,148440,3,21.13239,9,1,60
426,Big Boss Man,Elvis Presley,0.683,0.803,5,-11.94,0,0.175,0.486,0.00187,0.0567,0.803,96.109,172147,4,28.42363,8,1,60
428,Funky Street,Arthur Conley,0.7,0.903,7,-11.68,1,0.12,0.71,2.61e-06,0.23,0.853,150.224,143133,4,25.72195,10,1,60
430,Help Me Girl,Eric Burdon & The Animals,0.555,0.534,0,-8.547,0,0.0304,0.508,0.000241,0.58,0.542,145.304,159453,4,46.54928,6,1,60
432,I Just Don't Understand,Ann-Margret,0.318,0.383,9,-11.943,0,0.0337,0.738,0.0013,0.176,0.632,127.699,160813,3,23.27613,10,1,60
436,The Push And Kick,Mark Valentino,0.56,0.753,0,-9.195,1,0.0678,0.734,0.000119,0.383,0.947,152.633,144173,4,30.65092,7,1,60
439,Nearer To You,Betty Harris,0.52,0.272,2,-9.158,0,0.0263,0.673,0.000416,0.133,0.471,144.358,173336,3,24.60945,10,1,60
441,Show Business,Lou Rawls,0.713,0.725,10,-7.376,1,0.038,0.773,0.0,0.258,0.871,113.265,155467,4,35.9541,7,1,60
442,Life,Sly & The Family Stone,0.692,0.641,0,-9.621,1,0.0603,0.265,0.000473,0.0642,0.848,121.276,180933,4,19.1357,10,1,60
443,He'll Have To Go,Solomon Burke,0.526,0.26,5,-13.6,1,0.0319,0.855,0.000406,0.135,0.575,78.626,199093,4,46.34882,11,1,60
444,Bandit Of My Dreams,Eddie Hodges,0.752,0.471,8,-11.308,1,0.0758,0.402,0.0,0.155,0.94,110.226,123333,4,39.66865,6,1,60
446,He Knows I Love Him Too Much,The Paris Sisters,0.549,0.34,0,-13.9,1,0.0325,0.715,0.0,0.139,0.429,107.705,166000,4,43.37498,11,1,60
448,Grazing In The Grass,The Friends Of Distinction,0.595,0.857,1,-6.89,0,0.163,0.498,0.0,0.355,0.74,127.629,174080,4,41.68343,8,1,60
449,House Of The Rising Sun,The Animals,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,48.7407,12,1,60
451,Where Do You Go,Cher,0.477,0.404,7,-15.389,1,0.0279,0.743,4.74e-05,0.21,0.708,104.884,195867,3,54.95623,10,1,60
452,Gee,Jan & Dean,0.38,0.557,2,-8.958,1,0.0361,0.653,0.0,0.504,0.847,155.648,133027,4,31.84387,9,1,60
454,Warmed Over Kisses (Left Over Love),Brian Hyland,0.598,0.324,6,-13.515,1,0.0277,0.816,0.0,0.203,0.687,138.357,139600,3,18.6701,9,1,60
456,"Sit Down, I Think I Love You",The Mojo Men,0.573,0.749,9,-7.115,1,0.0323,0.66,2.77e-06,0.238,0.796,110.075,142333,4,59.06009,6,1,60
457,Baby Come Home,Ruby And The Romantics,0.612,0.683,10,-8.53,1,0.0272,0.784,0.0,0.305,0.931,106.801,142907,4,50.21895,8,1,60
458,Wear Your Love Like Heaven,Donovan,0.619,0.557,7,-10.715,0,0.0351,0.404,0.0,0.181,0.831,116.065,146867,4,26.04004,11,1,60
459,Listen People,Herman's Hermits,0.482,0.315,9,-8.763,1,0.0374,0.806,1.53e-06,0.331,0.409,119.614,149733,4,39.93153,8,1,60
462,My Boomerang Won't Come Back,Charlie Drake,0.48,0.535,11,-11.402,1,0.846,0.742,0.0,0.138,0.697,201.106,220173,4,72.19722,7,1,60
463,A Day In The Life Of A Fool,Jack Jones,0.253,0.235,10,-12.934,0,0.0301,0.813,0.0754,0.114,0.219,169.935,141800,4,24.02949,10,1,60
466,I'm A Man,The Yardbirds,0.388,0.674,7,-11.495,1,0.0721,0.0342,0.305,0.23,0.758,144.338,159867,4,24.97674,10,1,60
467,Lovey Dovey Kinda Lovin',Brenton Wood,0.833,0.625,10,-6.866,0,0.0438,0.407,0.000109,0.0929,0.953,107.659,125640,4,32.87923,7,1,60
468,...And Then There Were Drums,Sandy Nelson,0.588,0.672,11,-17.278,0,0.0361,0.00256,0.745,0.145,0.801,121.962,172067,4,36.95147,8,1,60
472,Let The Good Times Roll & Feel So Good,Bunny Sigler,0.752,0.744,7,-7.842,1,0.0653,0.17,3.98e-05,0.463,0.886,143.486,175467,4,41.17645,11,1,60
474,Amen,Otis Redding,0.612,0.136,7,-12.687,1,0.117,0.572,0.0,0.234,0.535,101.785,186440,4,28.71102,11,1,60
475,If I Didn't Love You,Chuck Jackson,0.329,0.434,8,-8.69,1,0.0596,0.817,0.000167,0.159,0.72,186.611,132080,5,29.27335,8,1,60
476,"Summertime, Summertime",The Jamies,0.656,0.563,5,-6.844,1,0.0652,0.625,0.0,0.0521,0.966,204.346,118413,4,19.88117,8,1,60
478,My Balloon's Going Up,Archie Bell & The Drells,0.536,0.784,2,-8.569,1,0.0437,0.256,1.2e-05,0.576,0.797,81.638,147667,4,36.49136,7,1,60
479,Rain,The Beatles,0.234,0.693,0,-8.277,1,0.0408,2.82e-05,0.899,0.442,0.541,106.933,181320,4,78.17383,7,1,60
480,He's So Fine,The Chiffons,0.558,0.633,7,-3.265,1,0.0329,0.487,0.0,0.129,0.871,72.494,112520,4,32.87427,6,1,60
486,Dedicated To The One I Love,The Mamas & The Papas,0.396,0.452,7,-8.809,1,0.0326,0.814,0.0,0.192,0.307,103.264,178733,4,33.25193,9,1,60
488,Don't You Believe It,Andy Williams,0.41,0.13,2,-16.79,1,0.0297,0.892,1.92e-05,0.0699,0.403,82.438,147427,4,23.49375,11,1,60
489,Lady,Jack Jones,0.336,0.379,9,-12.99,1,0.0376,0.895,0.000102,0.431,0.385,92.255,164000,4,57.74347,8,1,60
494,Crazy Downtown,Allan Sherman,0.603,0.581,9,-11.03,1,0.224,0.748,0.0,0.562,0.83,137.483,177227,4,22.31848,12,1,60
496,Unchained Melody,Vito & The Salutations,0.503,0.566,9,-8.192,1,0.0681,0.617,0.0,0.333,0.862,147.289,118889,4,30.23369,6,1,60
499,How Many Teardrops,Lou Christie,0.562,0.697,7,-8.859,1,0.0903,0.586,0.0,0.0822,0.808,149.215,125893,4,36.14649,8,1,60
501,We Got A Thing That's In The Groove,The Capitols,0.663,0.527,9,-12.424,1,0.0552,0.571,0.0,0.126,0.925,81.706,147187,4,67.46392,4,1,60
502,Little Band Of Gold,James Gilreath,0.571,0.597,3,-7.616,1,0.052,0.595,0.0,0.0781,0.824,106.608,142829,4,42.0248,7,1,60
503,Glad To Be Unhappy,The Mamas & The Papas,0.629,0.579,6,-12.498,1,0.0526,0.693,0.0,0.363,0.826,109.946,102227,4,57.5319,4,1,60
504,Like A Rolling Stone,Bob Dylan,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4,41.44029,14,1,60
507,Day Tripper,The Beatles,0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,169000,4,30.58847,8,1,60
508,Five Brothers,Marty Robbins,0.634,0.414,1,-12.165,1,0.0611,0.75,0.0,0.164,0.565,129.137,131667,4,22.46603,8,1,60
514,I Can't Dance To That Music You're Playin',Martha Reeves & The Vandellas,0.799,0.661,8,-6.223,1,0.0675,0.0628,0.000332,0.152,0.672,111.902,162360,4,18.14274,9,1,60
519,The More I See You,Chris Montez,0.716,0.412,3,-12.064,1,0.0354,0.869,0.0,0.0624,0.51,124.251,163920,4,34.27131,8,1,60
522,Sue's Gotta Be Mine,Del Shannon,0.683,0.635,3,-6.488,1,0.0356,0.364,0.0,0.122,0.835,132.145,121667,4,41.84264,6,1,60
523,Mama Said,The Shirelles,0.604,0.591,8,-6.874,0,0.0614,0.704,0.0,0.47,0.829,140.558,130893,4,56.76901,6,1,60
524,Spanish Flea,Herb Alpert & The Tijuana Brass,0.832,0.53,8,-11.55,1,0.0788,0.404,0.956,0.0669,0.867,81.673,126893,4,35.15872,8,1,60
526,Listen To The Band,The Monkees,0.26,0.659,2,-8.98,1,0.0625,0.116,2.95e-05,0.499,0.538,184.38,149107,4,63.51709,5,1,60
529,Time,Pozo Seco Singers,0.584,0.229,10,-18.21,1,0.0344,0.88,0.0428,0.111,0.736,110.44,203747,4,47.28345,10,1,60
532,Cathy's Clown,The Everly Brothers,0.498,0.582,7,-8.961,1,0.0339,0.412,0.0,0.372,0.866,119.809,144013,4,26.54844,9,1,60
534,I'm Comin' On On Back To You,Jackie Wilson,0.589,0.649,0,-7.793,0,0.115,0.717,1.37e-05,0.613,0.86,81.315,137932,4,39.31649,8,1,60
535,Thank You Baby,The Shirelles,0.706,0.151,6,-19.914,1,0.0413,0.987,0.628,0.102,0.602,102.429,156027,4,63.64855,6,1,60
538,If I Were A Carpenter,Bobby Darin,0.733,0.287,7,-14.076,1,0.0359,0.611,0.0441,0.68,0.605,116.482,204493,4,21.55843,11,1,60
539,Somebody To Love,Jefferson Airplane,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,27.82932,9,1,60
541,There's No Other (Like My Baby),The Crystals,0.396,0.365,2,-7.985,1,0.0271,0.443,0.0,0.487,0.442,91.099,149722,3,54.42046,5,1,60
542,Wonderful Summer,Robin Ward,0.534,0.384,1,-11.41,1,0.0283,0.772,3.46e-06,0.207,0.374,101.752,148927,4,17.61501,9,1,60
543,Faded Love,Patsy Cline,0.465,0.161,3,-11.889,1,0.0305,0.917,0.0,0.134,0.387,91.983,223240,4,20.8962,12,1,60
545,Before And After,Chad & Jeremy,0.506,0.41,11,-9.521,0,0.0275,0.261,0.0,0.178,0.487,104.114,159133,4,20.7217,11,1,60
548,More,Vic Dana,0.295,0.478,11,-7.98,0,0.0327,0.76,0.0,0.304,0.481,101.05,141333,3,79.81806,7,1,60
549,I Don't Want To Cry,Chuck Jackson,0.376,0.504,0,-9.454,1,0.0372,0.368,1.72e-06,0.162,0.625,140.794,139533,4,41.90095,6,1,60
550,The James Bond Theme,Billy Strange,0.514,0.25,5,-16.405,0,0.0519,0.945,0.919,0.112,0.567,99.083,159227,3,21.21126,9,1,60
552,Her Royal Majesty,James Darren,0.359,0.591,5,-8.668,1,0.0561,0.637,0.0,0.281,0.91,183.318,132667,4,20.52019,10,1,60
554,Subterranean Homesick Blues,Bob Dylan,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,141293,4,39.4218,6,1,60
555,Never Comes The Day,The Moody Blues,0.281,0.418,7,-11.111,1,0.0307,0.625,0.0105,0.462,0.18,106.518,283693,4,19.41026,13,1,60
556,Little Boxes,Pete Seeger,0.775,0.194,5,-16.883,1,0.0731,0.941,0.00685,0.195,0.783,120.764,114773,3,30.05331,7,1,60
560,Sorry Suzanne,The Hollies,0.635,0.524,0,-11.778,1,0.0304,0.0515,0.0,0.17,0.914,123.917,180307,4,51.58199,10,1,60
563,"Mercy, Mercy, Mercy",Cannonball Adderley,0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,313200,4,31.6202,16,1,60
565,Stand By Your Man,Tammy Wynette,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,159760,4,37.42708,9,1,60
566,Underwater,The Frogmen,0.491,0.909,0,-5.21,1,0.0406,0.654,0.942,0.0802,0.923,143.415,125920,4,23.62823,6,1,60
568,Snap Your Fingers,Barbara Lewis,0.711,0.167,0,-17.839,1,0.079,0.789,8.54e-05,0.0983,0.599,102.507,187947,4,17.77381,9,1,60
569,Walk Away Renee,The Left Banke,0.474,0.436,9,-11.715,1,0.0284,0.254,0.0,0.294,0.588,118.314,162907,4,23.79617,9,1,60
570,Badge,Cream,0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,164707,4,33.70329,6,1,60
571,Do You Mind?,Anthony Newley,0.862,0.0937,0,-15.738,1,0.0522,0.462,0.0,0.179,0.73,120.006,142827,4,49.04478,6,1,60
573,Driving Wheel,Junior Parker,0.401,0.454,7,-11.52,1,0.0339,0.688,1.5e-06,0.101,0.656,80.692,160773,4,58.76938,6,1,60
575,Make Me Forget,Bobby Rydell,0.368,0.864,6,-5.926,1,0.172,0.185,0.0,0.249,0.689,170.335,140000,4,23.19973,9,1,60
576,It's All Right (You're Just In Love),The Tams,0.714,0.408,0,-14.462,1,0.0495,0.204,2.91e-06,0.699,0.932,113.249,131040,4,28.50862,7,1,60
579,Leopard-Skin Pill-Box Hat,Bob Dylan,0.572,0.593,2,-8.639,1,0.0321,0.304,1.14e-06,0.106,0.968,97.475,236333,4,29.83211,13,1,60
581,The Tracks Of My Tears,Johnny Rivers,0.432,0.431,2,-12.037,1,0.0284,0.653,0.0,0.293,0.673,100.904,175600,4,30.89697,10,1,60
582,Right Or Wrong,Ronnie Dove,0.432,0.427,4,-10.545,1,0.0327,0.755,0.0,0.272,0.402,97.04,133413,4,121.28158,3,1,60
583,I Apologize,Timi Yuro,0.277,0.31,7,-10.643,1,0.0286,0.474,5.6e-05,0.107,0.328,170.483,175400,4,41.84755,7,1,60
584,You Better Get It,Joe Tex,0.505,0.295,10,-12.414,1,0.0549,0.656,0.0,0.128,0.401,104.129,204533,4,71.30652,7,1,60
585,"Mercy, Mercy, Mercy",Marlena Shaw,0.482,0.484,10,-8.987,1,0.0468,0.412,0.0,0.0672,0.56,170.548,186240,4,34.36564,11,1,60
586,Sweetest One,The Metros,0.418,0.436,11,-13.066,1,0.0339,0.451,0.0,0.081,0.877,91.374,136307,3,66.65002,6,1,60
589,Little Green Apples,O.C. Smith,0.451,0.358,6,-17.064,1,0.0517,0.556,4.44e-06,0.102,0.421,168.147,250594,4,33.10347,12,1,60
590,Lucille,The Everly Brothers,0.522,0.672,0,-12.882,1,0.0393,0.479,0.000584,0.0853,0.965,124.165,152067,4,74.47293,6,1,60
592,Dirty Man,Laura Lee,0.53,0.465,2,-6.231,1,0.0331,0.316,2.4e-05,0.0894,0.676,167.194,175640,3,30.07743,8,1,60
594,Somewhere,Len Barry,0.635,0.701,6,-11.236,1,0.0571,0.268,1.11e-05,0.0354,0.559,124.08,153360,4,59.86763,8,1,60
597,Hurdy Gurdy Man,Donovan,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,193467,4,25.52554,9,1,60
598,I Wanna Be Around,Tony Bennett,0.498,0.266,10,-13.425,1,0.0348,0.768,0.0,0.0828,0.376,69.601,131227,4,51.28333,6,1,60
599,Come Go With Me,Dion,0.322,0.718,0,-11.428,1,0.0938,0.239,0.0,0.676,0.737,118.735,167413,4,33.58108,10,1,60
604,A Corner In The Sun,Walter Jackson,0.417,0.469,7,-10.513,1,0.0342,0.74,1.59e-05,0.181,0.513,79.141,140800,4,26.17464,9,1,60
605,Walkin' In The Sunshine,Roger Miller,0.761,0.413,6,-15.45,1,0.0462,0.429,1.78e-06,0.0471,0.925,136.173,161080,4,48.34798,9,1,60
606,The Unknown Soldier,The Doors,0.461,0.367,2,-13.85,1,0.104,0.291,0.0216,0.366,0.671,115.717,201107,4,59.09968,7,1,60
609,(Say) You're My Girl,Roy Orbison,0.424,0.657,0,-5.801,1,0.0289,0.727,0.000162,0.153,0.85,155.56,165427,4,60.6395,7,1,60
610,Ice Cream Song,The Dynamics,0.632,0.509,6,-11.002,0,0.0245,0.372,0.000749,0.0716,0.624,90.688,198333,4,36.23476,9,1,60
612,I'm Gonna Make You Mine,Lou Christie,0.703,0.722,4,-6.475,1,0.035,0.565,1.94e-05,0.28,0.973,125.396,162320,4,26.86431,11,1,60
613,In My Little Corner Of The World,Anita Bryant,0.486,0.453,11,-8.2,1,0.0273,0.581,0.0,0.163,0.564,108.737,158053,4,25.97764,10,1,60
614,Lovin' Things,The Grass Roots,0.531,0.555,1,-12.952,1,0.0471,0.0395,0.616,0.0701,0.833,131.166,156755,4,60.7789,7,1,60
615,Tell Me Why,The Belmonts,0.341,0.572,5,-8.604,1,0.0359,0.762,2.38e-05,0.417,0.761,80.339,164141,4,22.92244,9,1,60
616,Talk Talk,The Music Machine,0.684,0.864,1,-6.838,1,0.0461,0.0384,0.000233,0.107,0.841,107.028,118133,4,20.68042,7,1,60
617,Why Not Tonight,Jimmy Hughes,0.424,0.324,1,-8.323,1,0.0289,0.693,0.737,0.134,0.592,51.409,178827,4,30.82558,8,1,60
622,All The Love I've Got,Marv Johnson,0.747,0.769,9,-8.571,0,0.0768,0.643,0.0,0.2,0.825,130.627,153533,4,26.79195,7,1,60
624,Don't Come Knockin',Fats Domino,0.417,0.41,10,-12.107,1,0.0369,0.305,0.000423,0.11,0.954,172.378,117493,4,36.11071,6,1,60
636,What A Woman In Love Won't Do,Sandy Posey,0.795,0.186,4,-18.567,1,0.0408,0.836,0.0294,0.128,0.887,138.514,129346,4,83.31922,4,1,60
637,I'm Gettin' Better,Jim Reeves,0.475,0.152,7,-16.91,1,0.0313,0.828,0.00275,0.113,0.258,80.041,135867,4,32.25289,6,1,60
640,Time Of The Season,The Zombies,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027,4,39.64598,8,1,60
645,The Other Man's Grass Is Always Greener,Petula Clark,0.521,0.565,10,-8.849,0,0.0306,0.513,0.0,0.126,0.472,124.678,172907,4,34.82689,9,1,60
646,Cradle Of Love,Johnny Preston,0.477,0.506,6,-11.669,0,0.0696,0.683,2.15e-05,0.0538,0.868,174.525,140320,4,33.53435,7,1,60
647,It Ain't No Use,Major Lance,0.752,0.51,5,-8.587,0,0.0366,0.877,0.0,0.373,0.951,119.508,167840,4,24.88254,10,1,60
649,You're My World,Cilla Black,0.388,0.368,1,-8.375,1,0.0269,0.808,0.0083,0.0449,0.466,95.735,179467,3,26.82369,7,1,60
651,Greenfields,The Brothers Four,0.466,0.125,11,-20.428,0,0.0372,0.863,0.0,0.121,0.338,111.43,182027,1,38.77796,10,1,60
652,Exodus,Eddie Harris,0.584,0.217,9,-15.429,0,0.0322,0.839,0.000956,0.107,0.492,117.792,399427,4,78.05636,15,1,60
654,Tip-Toe Thru' The Tulips With Me,Tiny Tim,0.588,0.165,4,-20.076,1,0.0498,0.97,0.000117,0.206,0.605,135.958,110840,4,33.13377,6,1,60
655,Little Green Apples,Roger Miller,0.534,0.115,0,-22.465,1,0.0467,0.876,0.00912,0.118,0.364,101.586,157760,4,49.36218,9,1,60
656,Little Sister,Elvis Presley,0.602,0.619,9,-11.751,1,0.0768,0.434,0.0,0.364,0.902,139.6,151387,4,32.46582,8,1,60
657,Hot Smoke & Sasafrass,The Bubble Puppy,0.558,0.738,0,-14.27,1,0.0668,0.75,0.00479,0.0876,0.841,82.556,155840,4,27.82633,9,1,60
658,Come Home,The Dave Clark Five,0.417,0.361,7,-9.994,1,0.0626,0.376,0.0,0.114,0.47,201.364,168493,4,36.32903,9,1,60
660,I Thank You,Sam & Dave,0.818,0.363,10,-14.482,0,0.163,0.358,2.73e-05,0.117,0.804,117.962,174160,4,45.56043,9,1,60
662,I Love How You Love Me,Bobby Vinton,0.211,0.259,6,-10.779,1,0.0296,0.43,1.68e-05,0.114,0.224,73.172,148600,3,33.42225,9,1,60
664,That Girl Belongs To Yesterday,Gene Pitney,0.529,0.484,2,-13.635,1,0.0411,0.392,0.00646,0.349,0.72,122.156,170400,4,30.57694,9,1,60
669,Hang On Sloopy,The McCoys,0.764,0.516,7,-12.099,1,0.0334,0.167,0.0,0.0723,0.936,115.255,231800,4,26.24199,11,1,60
670,Mini-Skirt Minnie,Wilson Pickett,0.68,0.648,9,-9.482,1,0.0749,0.193,0.000124,0.0419,0.827,97.7,179200,4,33.01747,8,1,60
671,Baby Love,The Supremes,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,158040,4,25.9394,12,1,60
672,Mairzy Doats,The Innocence,0.78,0.559,7,-11.206,1,0.0653,0.796,0.0,0.284,0.958,113.892,100493,4,28.33061,5,1,60
674,Sweet Darlin',Martha Reeves & The Vandellas,0.7,0.752,10,-4.56,0,0.0689,0.327,0.00604,0.133,0.46,112.535,182813,4,53.02164,10,1,60
676,Ashes To Ashes,The Mindbenders,0.646,0.329,5,-12.575,1,0.306,0.96,2.97e-06,0.393,0.649,109.705,228536,4,75.26208,9,1,60
677,Heartaches By The Number,Johnny Tillotson,0.587,0.599,10,-9.165,1,0.0279,0.633,0.0,0.24,0.964,136.181,158840,4,32.40553,7,1,60
681,It's A Happening Thing,The Peanut Butter Conspiracy,0.331,0.852,11,-7.008,0,0.0572,0.257,0.0,0.249,0.779,145.986,143480,4,50.61263,6,1,60
683,The Birds And The Bees,Jewel Akens,0.784,0.532,11,-8.763,1,0.0288,0.247,0.000323,0.309,0.962,107.155,129427,4,16.4403,9,1,60
693,Ruby Tuesday,The Rolling Stones,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,196493,4,19.42081,10,1,60
699,You Keep Me Hangin' On,The Supremes,0.682,0.612,8,-7.004,0,0.0381,0.284,0.0,0.0783,0.845,127.647,163280,4,49.02718,8,1,60
702,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,0.552,0.636,3,-6.215,1,0.0338,0.304,2.32e-05,0.153,0.663,82.884,119467,4,32.17828,7,1,60
703,Abilene,George Hamilton IV,0.63,0.448,5,-15.015,1,0.0271,0.445,1.43e-05,0.271,0.753,104.024,133333,4,75.63479,4,1,60
704,This Golden Ring,The Fortunes,0.647,0.769,11,-9.551,1,0.0349,0.623,0.0,0.15,0.781,125.474,131239,4,48.52896,6,1,60
706,Fiddle Around,Jan & Dean,0.664,0.545,2,-13.258,1,0.0408,0.758,3.94e-05,0.137,0.963,138.752,151307,4,50.26444,6,1,60
707,Everglades,The Kingston Trio,0.65,0.272,2,-18.52,1,0.039,0.81,1.82e-05,0.108,0.67,143.468,141973,4,22.04619,8,1,60
709,Spinning Wheel,"Blood, Sweat & Tears",0.695,0.503,7,-9.313,1,0.0605,0.315,2.47e-05,0.261,0.542,96.818,247267,4,49.47647,10,1,60
712,Bring A Little Sunshine (To My Heart),Vic Dana,0.262,0.341,9,-11.323,1,0.037,0.909,0.0,0.0896,0.374,86.945,158253,4,26.19443,8,1,60
713,Make The World Go Away,Eddy Arnold,0.213,0.213,1,-11.896,1,0.0345,0.882,3.16e-05,0.0633,0.519,206.983,161533,3,43.24703,9,1,60
717,I Wonder,Brenda Lee,0.529,0.168,10,-11.32,1,0.0394,0.815,0.00031,0.0827,0.46,101.227,180053,3,62.70121,8,1,60
719,Saved,LaVern Baker,0.608,0.6,10,-12.372,1,0.0527,0.575,0.0,0.437,0.932,145.735,174733,4,25.04922,12,1,60
720,Money,The Kingsmen,0.549,0.706,11,-10.06,1,0.0341,0.747,0.00889,0.142,0.975,135.905,139546,4,34.89173,6,1,60
721,The Lonely Surfer,Jack Nitzsche,0.301,0.634,5,-10.432,1,0.0397,0.33,0.552,0.167,0.403,106.06,155600,4,50.37056,8,1,60
722,We Had A Good Thing Goin',The Cyrkle,0.508,0.428,2,-12.716,1,0.0361,0.046,0.000719,0.752,0.677,138.029,170693,4,25.50006,10,1,60
723,That's The Tune,The Vogues,0.588,0.795,9,-6.297,1,0.0339,0.797,0.00012,0.187,0.966,139.057,176379,4,26.95642,8,1,60
724,Let Me Be The One,The Paris Sisters,0.198,0.43,11,-10.538,1,0.0385,0.965,2.28e-05,0.193,0.349,176.89,155493,3,25.97283,9,1,60
